protein1 protein2 combined_score
208964.PA4446 208964.PA0846 170
208964.PA0846 208964.PA4660 208
208964.PA4660 208964.PA0846 208
208964.PA0846 208964.PA4700 631
208964.PA4700 208964.PA0846 631
208964.PA0847 208964.PA0934 459
208964.PA0934 208964.PA0847 459
208964.PA0847 208964.PA1498 403
208964.PA1498 208964.PA0847 403
208964.PA0847 208964.PA1505 402
208964.PA1505 208964.PA0847 402
208964.PA0847 208964.PA1674 403
208964.PA1674 208964.PA0847 403
208964.PA0847 208964.PA3438 403
208964.PA3438 208964.PA0847 403
208964.PA0847 208964.PA3736 459
208964.PA3736 208964.PA0847 459
208964.PA0847 208964.PA3807 796
208964.PA3807 208964.PA0847 796
208964.PA0847 208964.PA3870 402
208964.PA3870 208964.PA0847 402
208964.PA0847 208964.PA4047 402
208964.PA4047 208964.PA0847 402
208964.PA0847 208964.PA4054 781
208964.PA4054 208964.PA0847 781
208964.PA0847 208964.PA4329 403
208964.PA4329 208964.PA0847 403
208964.PA0847 208964.PA4407 304
208964.PA4407 208964.PA0847 304
208964.PA0847 208964.PA4409 315
208964.PA4409 208964.PA0847 315
208964.PA0847 208964.PA4969 402
208964.PA4969 208964.PA0847 402
208964.PA0847 208964.PA5338 459
208964.PA5338 208964.PA0847 459
208964.PA0848 208964.PA1338 256
208964.PA1338 208964.PA0848 256
208964.PA0848 208964.PA2275 386
208964.PA2275 208964.PA0848 386
208964.PA0848 208964.PA2475 256
208964.PA2475 208964.PA0848 256
208964.PA0848 208964.PA2502 334
208964.PA2502 208964.PA0848 334
208964.PA0848 208964.PA2539 397
208964.PA2539 208964.PA0848 397
208964.PA0848 208964.PA2641 370
208964.PA2641 208964.PA0848 370
208964.PA0848 208964.PA2806 377
208964.PA2806 208964.PA0848 377
208964.PA0848 208964.PA2876 307
208964.PA2876 208964.PA0848 307
208964.PA0848 208964.PA2964 173
208964.PA2964 208964.PA0848 173
208964.PA0848 208964.PA3331 256
208964.PA3331 208964.PA0848 256
208964.PA0848 208964.PA3679 256
208964.PA3679 208964.PA0848 256
208964.PA0848 208964.PA3834 370
208964.PA3834 208964.PA0848 370
208964.PA0848 208964.PA4053 506
208964.PA4053 208964.PA0848 506
208964.PA0848 208964.PA4061 153
208964.PA4061 208964.PA0848 153
208964.PA0848 208964.PA4386 447
208964.PA4386 208964.PA0848 447
208964.PA0848 208964.PA4486 382
208964.PA4486 208964.PA0848 382
208964.PA0848 208964.PA4498 160
208964.PA4498 208964.PA0848 160
208964.PA0848 208964.PA5131 195
208964.PA5131 208964.PA0848 195
208964.PA0848 208964.PA5224 160
208964.PA5224 208964.PA0848 160
208964.PA0848 208964.PA5240 153
208964.PA5240 208964.PA0848 153
208964.PA0848 208964.PA5334 161
208964.PA5334 208964.PA0848 161
208964.PA0848 208964.PA5427 386
208964.PA5427 208964.PA0848 386
208964.PA0849 208964.PA0857 171
208964.PA0857 208964.PA0849 171
208964.PA0849 208964.PA1532 176
208964.PA1532 208964.PA0849 176
208964.PA0849 208964.PA1642 846
208964.PA1642 208964.PA0849 846
208964.PA0849 208964.PA2062 276
208964.PA2062 208964.PA0849 276
208964.PA0849 208964.PA2394 515
208964.PA2394 208964.PA0849 515
208964.PA0849 208964.PA2644 403
208964.PA2644 208964.PA0849 403
208964.PA0849 208964.PA2739 163
208964.PA2739 208964.PA0849 163
208964.PA0849 208964.PA2958 515
208964.PA2958 208964.PA0849 515
208964.PA0849 208964.PA3107 589
208964.PA3107 208964.PA0849 589
208964.PA0849 208964.PA3171 171
208964.PA3171 208964.PA0849 171
208964.PA0849 208964.PA3245 174
208964.PA3245 208964.PA0849 174
208964.PA0849 208964.PA3388 174
208964.PA3388 208964.PA0849 174
208964.PA0849 208964.PA3435 435
208964.PA3435 208964.PA0849 435
208964.PA0849 208964.PA3667 515
208964.PA3667 208964.PA0849 515
208964.PA0849 208964.PA3814 276
208964.PA3814 208964.PA0849 276
208964.PA0849 208964.PA4020 172
208964.PA4020 208964.PA0849 172
208964.PA0849 208964.PA4061 633
208964.PA4061 208964.PA0849 633
208964.PA0849 208964.PA5035 404
208964.PA5035 208964.PA0849 404
208964.PA0849 208964.PA5240 961
208964.PA5240 208964.PA0849 961
208964.PA0849 208964.PA5245 172
208964.PA5245 208964.PA0849 172
208964.PA0849 208964.PA5253 403
208964.PA5253 208964.PA0849 403
208964.PA0849 208964.PA5288 316
208964.PA5288 208964.PA0849 316
208964.PA0851 208964.PA0902 452
208964.PA0902 208964.PA0851 452
208964.PA0851 208964.PA0904 274
208964.PA0904 208964.PA0851 274
208964.PA0851 208964.PA1296 952
208964.PA1296 208964.PA0851 952
208964.PA0851 208964.PA1310 629
208964.PA1310 208964.PA0851 629
208964.PA0851 208964.PA1326 804
208964.PA1326 208964.PA0851 804
208964.PA0851 208964.PA1353 456
208964.PA1353 208964.PA0851 456
208964.PA0851 208964.PA1417 986
208964.PA1417 208964.PA0851 986
208964.PA0851 208964.PA1757 892
208964.PA1757 208964.PA0851 892
208964.PA0851 208964.PA1843 632
208964.PA1843 208964.PA0851 632
208964.PA0851 208964.PA1927 944
208964.PA1927 208964.PA0851 944
208964.PA0851 208964.PA2035 973
208964.PA2035 208964.PA0851 973
208964.PA0851 208964.PA2247 850
208964.PA2247 208964.PA0851 850
208964.PA0851 208964.PA2248 327
208964.PA2248 208964.PA0851 327
208964.PA0851 208964.PA2263 338
208964.PA2263 208964.PA0851 338
208964.PA0851 208964.PA2413 282
208964.PA2413 208964.PA0851 282
208964.PA0851 208964.PA2443 852
208964.PA2443 208964.PA0851 852
208964.PA0851 208964.PA2444 811
208964.PA2444 208964.PA0851 811
208964.PA0851 208964.PA2683 804
208964.PA2683 208964.PA0851 804
208964.PA0851 208964.PA2964 600
208964.PA2964 208964.PA0851 600
208964.PA0851 208964.PA3107 424
208964.PA3107 208964.PA0851 424
208964.PA0851 208964.PA3118 751
208964.PA3118 208964.PA0851 751
208964.PA0851 208964.PA3156 256
208964.PA3156 208964.PA0851 256
208964.PA0851 208964.PA3166 286
208964.PA3166 208964.PA0851 286
208964.PA0851 208964.PA3251 288
208964.PA3251 208964.PA0851 288
208964.PA0851 208964.PA3357 614
208964.PA3357 208964.PA0851 614
208964.PA0851 208964.PA3416 327
208964.PA3416 208964.PA0851 327
208964.PA0851 208964.PA3417 850
208964.PA3417 208964.PA0851 850
208964.PA0851 208964.PA3506 961
208964.PA3506 208964.PA0851 961
208964.PA0851 208964.PA3524 338
208964.PA3524 208964.PA0851 338
208964.PA0851 208964.PA3735 956
208964.PA3735 208964.PA0851 956
208964.PA0851 208964.PA3816 962
208964.PA3816 208964.PA0851 962
208964.PA0851 208964.PA3853 256
208964.PA3853 208964.PA0851 256
208964.PA0851 208964.PA3896 338
208964.PA3896 208964.PA0851 338
208964.PA0851 208964.PA4150 327
208964.PA4150 208964.PA0851 327
208964.PA0851 208964.PA4151 327
208964.PA4151 208964.PA0851 327
208964.PA0851 208964.PA4153 601
208964.PA4153 208964.PA0851 601
208964.PA0851 208964.PA4180 962
208964.PA4180 208964.PA0851 962
208964.PA0851 208964.PA4602 811
208964.PA4602 208964.PA0851 811
208964.PA0851 208964.PA4626 338
208964.PA4626 208964.PA0851 338
208964.PA0851 208964.PA4693 959
208964.PA4693 208964.PA0851 959
208964.PA0851 208964.PA4695 986
208964.PA4695 208964.PA0851 986
208964.PA0851 208964.PA4696 650
208964.PA4696 208964.PA0851 650
208964.PA0851 208964.PA4901 627
208964.PA4901 208964.PA0851 627
208964.PA0851 208964.PA4960 499
208964.PA4960 208964.PA0851 499
208964.PA0851 208964.PA5013 632
208964.PA5013 208964.PA0851 632
208964.PA0851 208964.PA5025 617
208964.PA5025 208964.PA0851 617
208964.PA0851 208964.PA5111 338
208964.PA5111 208964.PA0851 338
208964.PA0851 208964.PA5326 346
208964.PA5326 208964.PA0851 346
208964.PA0851 208964.PA5379 852
208964.PA5379 208964.PA0851 852
208964.PA0851 208964.PA5413 976
208964.PA5413 208964.PA0851 976
208964.PA0851 208964.PA5415 811
208964.PA5415 208964.PA0851 811
208964.PA0852 208964.PA1726 577
208964.PA1726 208964.PA0852 577
208964.PA0852 208964.PA3005 577
208964.PA3005 208964.PA0852 577
208964.PA0853 208964.PA4519 273
208964.PA4519 208964.PA0853 273
208964.PA0853 208964.PA5277 273
208964.PA5277 208964.PA0853 273
208964.PA0854 208964.PA0870 784
208964.PA0870 208964.PA0854 784
208964.PA0854 208964.PA0944 331
208964.PA0944 208964.PA0854 331
208964.PA0854 208964.PA1017 606
208964.PA1017 208964.PA0854 606
208964.PA0854 208964.PA1174 626
208964.PA1174 208964.PA0854 626
208964.PA0854 208964.PA1218 211
208964.PA1218 208964.PA0854 211
208964.PA0854 208964.PA1310 217
208964.PA1310 208964.PA0854 217
208964.PA0854 208964.PA1562 381
208964.PA1562 208964.PA0854 381
208964.PA0854 208964.PA1578 205
208964.PA1578 208964.PA0854 205
208964.PA0854 208964.PA1580 942
208964.PA1580 208964.PA0854 942
208964.PA0854 208964.PA1581 990
208964.PA1581 208964.PA0854 990
208964.PA0854 208964.PA1582 990
208964.PA1582 208964.PA0854 990
208964.PA0854 208964.PA1583 942
208964.PA1583 208964.PA0854 942
208964.PA0854 208964.PA1584 951
208964.PA1584 208964.PA0854 951
208964.PA0854 208964.PA1585 759
208964.PA1585 208964.PA0854 759
208964.PA0854 208964.PA1586 228
208964.PA1586 208964.PA0854 228
208964.PA0854 208964.PA1587 270
208964.PA1587 208964.PA0854 270
208964.PA0854 208964.PA1588 932
208964.PA1588 208964.PA0854 932
208964.PA0854 208964.PA1589 956
208964.PA1589 208964.PA0854 956
208964.PA0854 208964.PA1779 626
208964.PA1779 208964.PA0854 626
208964.PA0854 208964.PA2008 765
208964.PA2008 208964.PA0854 765
208964.PA0854 208964.PA2025 270
208964.PA2025 208964.PA0854 270
208964.PA0854 208964.PA2081 746
208964.PA2081 208964.PA0854 746
208964.PA0854 208964.PA2247 619
208964.PA2247 208964.PA0854 619
208964.PA0854 208964.PA2248 616
208964.PA2248 208964.PA0854 616
208964.PA0854 208964.PA2249 228
208964.PA2249 208964.PA0854 228
208964.PA0854 208964.PA2250 270
208964.PA2250 208964.PA0854 270
208964.PA0854 208964.PA2253 175
208964.PA2253 208964.PA0854 175
208964.PA0854 208964.PA2396 331
208964.PA2396 208964.PA0854 331
208964.PA0854 208964.PA2471 460
208964.PA2471 208964.PA0854 460
208964.PA0854 208964.PA2638 191
208964.PA2638 208964.PA0854 191
208964.PA0854 208964.PA2641 865
208964.PA2641 208964.PA0854 865
208964.PA0854 208964.PA2716 851
208964.PA2716 208964.PA0854 851
208964.PA0854 208964.PA2796 217
208964.PA2796 208964.PA0854 217
208964.PA0854 208964.PA2828 502
208964.PA2828 208964.PA0854 502
208964.PA0854 208964.PA2991 270
208964.PA2991 208964.PA0854 270
208964.PA0854 208964.PA3118 415
208964.PA3118 208964.PA0854 415
208964.PA0854 208964.PA3129 170
208964.PA3129 208964.PA0854 170
208964.PA0854 208964.PA3139 784
208964.PA3139 208964.PA0854 784
208964.PA0854 208964.PA3415 228
208964.PA3415 208964.PA0854 228
208964.PA0854 208964.PA3416 616
208964.PA3416 208964.PA0854 616
208964.PA0854 208964.PA3417 619
208964.PA3417 208964.PA0854 619
208964.PA0854 208964.PA3452 702
208964.PA3452 208964.PA0854 702
208964.PA0854 208964.PA3471 791
208964.PA3471 208964.PA0854 791
208964.PA0854 208964.PA3798 502
208964.PA3798 208964.PA0854 502
208964.PA0854 208964.PA3807 216
208964.PA3807 208964.PA0854 216
208964.PA0854 208964.PA3810 339
208964.PA3810 208964.PA0854 339
208964.PA0854 208964.PA3831 211
208964.PA3831 208964.PA0854 211
208964.PA0854 208964.PA4150 619
208964.PA4150 208964.PA0854 619
208964.PA0854 208964.PA4151 616
208964.PA4151 208964.PA0854 616
208964.PA0854 208964.PA4152 228
208964.PA4152 208964.PA0854 228
208964.PA0854 208964.PA4265 370
208964.PA4265 208964.PA0854 370
208964.PA0854 208964.PA4277 370
208964.PA4277 208964.PA0854 370
208964.PA0854 208964.PA4314 962
208964.PA4314 208964.PA0854 962
208964.PA0854 208964.PA4431 192
208964.PA4431 208964.PA0854 192
208964.PA0854 208964.PA4640 702
208964.PA4640 208964.PA0854 702
208964.PA0854 208964.PA4695 579
208964.PA4695 208964.PA0854 579
208964.PA0854 208964.PA4722 502
208964.PA4722 208964.PA0854 502
208964.PA0854 208964.PA4748 217
208964.PA4748 208964.PA0854 217
208964.PA0854 208964.PA4761 339
208964.PA4761 208964.PA0854 339
208964.PA0854 208964.PA4772 348
208964.PA4772 208964.PA0854 348
208964.PA0854 208964.PA4810 912
208964.PA4810 208964.PA0854 912
208964.PA0854 208964.PA4811 912
208964.PA4811 208964.PA0854 912
208964.PA0854 208964.PA4812 916
208964.PA4812 208964.PA0854 916
208964.PA0854 208964.PA4829 270
208964.PA4829 208964.PA0854 270
208964.PA0854 208964.PA4854 198
208964.PA4854 208964.PA0854 198
208964.PA0854 208964.PA4873 339
208964.PA4873 208964.PA0854 339
208964.PA0854 208964.PA4976 502
208964.PA4976 208964.PA0854 502
208964.PA0854 208964.PA4978 606
208964.PA4978 208964.PA0854 606
208964.PA0854 208964.PA5015 570
208964.PA5015 208964.PA0854 570
208964.PA0854 208964.PA5016 228
208964.PA5016 208964.PA0854 228
208964.PA0854 208964.PA5018 217
208964.PA5018 208964.PA0854 217
208964.PA0854 208964.PA5046 631
208964.PA5046 208964.PA0854 631
208964.PA0854 208964.PA5091 768
208964.PA5091 208964.PA0854 768
208964.PA0854 208964.PA5127 174
208964.PA5127 208964.PA0854 174
208964.PA0854 208964.PA5263 910
208964.PA5263 208964.PA0854 910
208964.PA0854 208964.PA5353 286
208964.PA5353 208964.PA0854 286
208964.PA0854 208964.PA5399 286
208964.PA5399 208964.PA0854 286
208964.PA0854 208964.PA5420 876
208964.PA5420 208964.PA0854 876
208964.PA0855 208964.PA1014 426
208964.PA1014 208964.PA0855 426
208964.PA0855 208964.PA1046 168
208964.PA1046 208964.PA0855 168
208964.PA0855 208964.PA1112 457
208964.PA1112 208964.PA0855 457
208964.PA0855 208964.PA1163 426
208964.PA1163 208964.PA0855 426
208964.PA0855 208964.PA1167 459
208964.PA1167 208964.PA0855 459
208964.PA0855 208964.PA1242 462
208964.PA1242 208964.PA0855 462
208964.PA0855 208964.PA1384 410
208964.PA1384 208964.PA0855 410
208964.PA0855 208964.PA1517 458
208964.PA1517 208964.PA0855 458
208964.PA0855 208964.PA1527 457
208964.PA1527 208964.PA0855 457
208964.PA0855 208964.PA1578 802
208964.PA1578 208964.PA0855 802
208964.PA0855 208964.PA1726 459
208964.PA1726 208964.PA0855 459
208964.PA0855 208964.PA1784 459
208964.PA1784 208964.PA0855 459
208964.PA0855 208964.PA1914 573
208964.PA1914 208964.PA0855 573
208964.PA0855 208964.PA2077 772
208964.PA2077 208964.PA0855 772
208964.PA0855 208964.PA2237 735
208964.PA2237 208964.PA0855 735
208964.PA0855 208964.PA2414 457
208964.PA2414 208964.PA0855 457
208964.PA0855 208964.PA2440 458
208964.PA2440 208964.PA0855 458
208964.PA0855 208964.PA2856 461
208964.PA2856 208964.PA0855 461
208964.PA0855 208964.PA3005 459
208964.PA3005 208964.PA0855 459
208964.PA0855 208964.PA3115 461
208964.PA3115 208964.PA0855 461
208964.PA0855 208964.PA3125 461
208964.PA3125 208964.PA0855 461
208964.PA0855 208964.PA3193 836
208964.PA3193 208964.PA0855 836
208964.PA0855 208964.PA3340 461
208964.PA3340 208964.PA0855 461
208964.PA0855 208964.PA3535 462
208964.PA3535 208964.PA0855 462
208964.PA0855 208964.PA3541 426
208964.PA3541 208964.PA0855 426
208964.PA0855 208964.PA3555 458
208964.PA3555 208964.PA0855 458
208964.PA0855 208964.PA3750 461
208964.PA3750 208964.PA0855 461
208964.PA0855 208964.PA4167 381
208964.PA4167 208964.PA0855 381
208964.PA0855 208964.PA4175 757
208964.PA4175 208964.PA0855 757
208964.PA0855 208964.PA4686 457
208964.PA4686 208964.PA0855 457
208964.PA0855 208964.PA4969 459
208964.PA4969 208964.PA0855 459
208964.PA0855 208964.PA5000 426
208964.PA5000 208964.PA0855 426
208964.PA0855 208964.PA5022 457
208964.PA5022 208964.PA0855 457
208964.PA0857 208964.PA0941 341
208964.PA0941 208964.PA0857 341
208964.PA0857 208964.PA1195 167
208964.PA1195 208964.PA0857 167
208964.PA0857 208964.PA1496 382
208964.PA1496 208964.PA0857 382
208964.PA0857 208964.PA1741 341
208964.PA1741 208964.PA0857 341
208964.PA0857 208964.PA1847 673
208964.PA1847 208964.PA0857 673
208964.PA0857 208964.PA1973 165
208964.PA1973 208964.PA0857 165
208964.PA0857 208964.PA2062 479
208964.PA2062 208964.PA0857 479
208964.PA0857 208964.PA2116 152
208964.PA2116 208964.PA0857 152
208964.PA0857 208964.PA2613 219
208964.PA2613 208964.PA0857 219
208964.PA0857 208964.PA2616 171
208964.PA2616 208964.PA0857 171
208964.PA0857 208964.PA2964 207
208964.PA2964 208964.PA0857 207
208964.PA0857 208964.PA3033 341
208964.PA3033 208964.PA0857 341
208964.PA0857 208964.PA3083 637
208964.PA3083 208964.PA0857 637
208964.PA0857 208964.PA3323 340
208964.PA3323 208964.PA0857 340
208964.PA0857 208964.PA3533 948
208964.PA3533 208964.PA0857 948
208964.PA0857 208964.PA3614 220
208964.PA3614 208964.PA0857 220
208964.PA0857 208964.PA3769 418
208964.PA3769 208964.PA0857 418
208964.PA0857 208964.PA3807 154
208964.PA3807 208964.PA0857 154
208964.PA0857 208964.PA3813 509
208964.PA3813 208964.PA0857 509
208964.PA0857 208964.PA3814 479
208964.PA3814 208964.PA0857 479
208964.PA0857 208964.PA3980 189
208964.PA3980 208964.PA0857 189
208964.PA0857 208964.PA3996 196
208964.PA3996 208964.PA0857 196
208964.PA0857 208964.PA4167 187
208964.PA4167 208964.PA0857 187
208964.PA0857 208964.PA4451 396
208964.PA4451 208964.PA0857 396
208964.PA0857 208964.PA4498 340
208964.PA4498 208964.PA0857 340
208964.PA0857 208964.PA4503 182
208964.PA4503 208964.PA0857 182
208964.PA0857 208964.PA4742 163
208964.PA4742 208964.PA0857 163
208964.PA0857 208964.PA4762 418
208964.PA4762 208964.PA0857 418
208964.PA0857 208964.PA5013 207
208964.PA5013 208964.PA0857 207
208964.PA0857 208964.PA5129 783
208964.PA5129 208964.PA0857 783
208964.PA0857 208964.PA5224 340
208964.PA5224 208964.PA0857 340
208964.PA0857 208964.PA5245 182
208964.PA5245 208964.PA0857 182
208964.PA0857 208964.PA5259 188
208964.PA5259 208964.PA0857 188
208964.PA0857 208964.PA5334 395
208964.PA5334 208964.PA0857 395
208964.PA0858 208964.PA2350 174
208964.PA2350 208964.PA0858 174
208964.PA0858 208964.PA2586 212
208964.PA2586 208964.PA0858 212
208964.PA0858 208964.PA4566 198
208964.PA4566 208964.PA0858 198
208964.PA0858 208964.PA4873 199
208964.PA4873 208964.PA0858 199
208964.PA0858 208964.PA5503 174
208964.PA5503 208964.PA0858 174
208964.PA0860 208964.PA1429 227
208964.PA1429 208964.PA0860 227
208964.PA0860 208964.PA1581 316
208964.PA1581 208964.PA0860 316
208964.PA0860 208964.PA1583 169
208964.PA1583 208964.PA0860 169
208964.PA0860 208964.PA1584 232
208964.PA1584 208964.PA0860 232
208964.PA0860 208964.PA1946 395
208964.PA1946 208964.PA0860 395
208964.PA0860 208964.PA2033 435
208964.PA2033 208964.PA0860 435
208964.PA0860 208964.PA2243 169
208964.PA2243 208964.PA0860 169
208964.PA0860 208964.PA2298 169
208964.PA2298 208964.PA0860 169
208964.PA0860 208964.PA3471 224
208964.PA3471 208964.PA0860 224
208964.PA0860 208964.PA3807 356
208964.PA3807 208964.PA0860 356
208964.PA0860 208964.PA4655 327
208964.PA4655 208964.PA0860 327
208964.PA0860 208964.PA4677 302
208964.PA4677 208964.PA0860 302
208964.PA0860 208964.PA4772 232
208964.PA4772 208964.PA0860 232
208964.PA0860 208964.PA4825 227
208964.PA4825 208964.PA0860 227
208964.PA0860 208964.PA5046 224
208964.PA5046 208964.PA0860 224
208964.PA0860 208964.PA5554 248
208964.PA5554 208964.PA0860 248
208964.PA0861 208964.PA1423 483
208964.PA1423 208964.PA0861 483
208964.PA0861 208964.PA1498 403
208964.PA1498 208964.PA0861 403
208964.PA0861 208964.PA1505 402
208964.PA1505 208964.PA0861 402
208964.PA0861 208964.PA1674 403
208964.PA1674 208964.PA0861 403
208964.PA0861 208964.PA3438 403
208964.PA3438 208964.PA0861 403
208964.PA0861 208964.PA3807 461
208964.PA3807 208964.PA0861 461
208964.PA0861 208964.PA3870 402
208964.PA3870 208964.PA0861 402
208964.PA0861 208964.PA4047 402
208964.PA4047 208964.PA0861 402
208964.PA0861 208964.PA4054 461
208964.PA4054 208964.PA0861 461
208964.PA0861 208964.PA4329 403
208964.PA4329 208964.PA0861 403
208964.PA0861 208964.PA4407 304
208964.PA4407 208964.PA0861 304
208964.PA0861 208964.PA4409 315
208964.PA4409 208964.PA0861 315
208964.PA0861 208964.PA4659 303
208964.PA4659 208964.PA0861 303
208964.PA0861 208964.PA4969 402
208964.PA4969 208964.PA0861 402
208964.PA0863 208964.PA3997 234
208964.PA3997 208964.PA0863 234
208964.PA0865 208964.PA0870 878
208964.PA0870 208964.PA0865 878
208964.PA0865 208964.PA2009 540
208964.PA2009 208964.PA0865 540
208964.PA0865 208964.PA2012 435
208964.PA2012 208964.PA0865 435
208964.PA0865 208964.PA2195 475
208964.PA2195 208964.PA0865 475
208964.PA0865 208964.PA2475 283
208964.PA2475 208964.PA0865 283
208964.PA0865 208964.PA2531 563
208964.PA2531 208964.PA0865 563
208964.PA0865 208964.PA2828 451
208964.PA2828 208964.PA0865 451
208964.PA0865 208964.PA2891 435
208964.PA2891 208964.PA0865 435
208964.PA0865 208964.PA3139 878
208964.PA3139 208964.PA0865 878
208964.PA0865 208964.PA3165 563
208964.PA3165 208964.PA0865 563
208964.PA0865 208964.PA3331 283
208964.PA3331 208964.PA0865 283
208964.PA0865 208964.PA3366 949
208964.PA3366 208964.PA0865 949
208964.PA0865 208964.PA3659 206
208964.PA3659 208964.PA0865 206
208964.PA0865 208964.PA3679 283
208964.PA3679 208964.PA0865 283
208964.PA0865 208964.PA3798 709
208964.PA3798 208964.PA0865 709
208964.PA0865 208964.PA4163 638
208964.PA4163 208964.PA0865 638
208964.PA0865 208964.PA4342 785
208964.PA4342 208964.PA0865 785
208964.PA0865 208964.PA4447 563
